"Occupation Title","Occupation Code","Employment 2020","Employment 2030","Employment Change, 2020-2030","Employment Percent Change, 2020-2030","Occupational Openings, 2020-2030 Annual Average","Median Annual Wage 2020","Typical Entry-Level Education","Education Code","Work Experience in a Related Occupation","Workex Code","Typical on-the-job Training","trCode"
"Social science research assistants    * City Planning Aide* Economic Research Assistant* Economist Research Assistant* Historian Research Assistant* Political Science Research Assistant* Psychologist Research Assistant* Sociology Research Assistant","=""19-4061""","40.4","43.8","3.4","8.4","5.4","49,210","Bachelor's degree","3","None","4","None","6"
"Social sciences teachers, postsecondary, all other    * Social Science Professor* Survey Research Professor* Urban Planning Professor","=""25-1069""","19.5","20.3","0.8","4.3","1.9","69,340","Doctoral or professional degree","1","None","4","None","6"
"Social scientists and related workers, all other    * Behavioral Scientist* Demographer* Ethnologist* Etymologist* Linguist* Philologist* Social Scientist","=""19-3099""","39.9","41.1","1.2","2.9","3.7","87,260","Bachelor's degree","3","None","4","None","6"
"Social work teachers, postsecondary    * Family Welfare Social Work Professor* Geriatric Social Work Professor* Health Social Work Professor* Social Work Professor","=""25-1113""","16.6","18.1","1.5","8.9","1.7","71,570","Doctoral or professional degree","1","None","4","None","6"
"Social workers, all other    * Criminal Justice Social Worker* Forensic Social Worker* Sexual Assault Social Worker","=""21-1029""","71.4","75.5","4.1","5.8","7.1","64,210","Bachelor's degree","3","None","4","None","6"
"Sociologists    * Criminologist* Family Sociologist* Penologist* Rural Sociologist* Sociologist* Urban Sociologist","=""19-3041""","3.0","3.1","0.1","4.8","0.3","86,110","Master's degree","2","None","4","None","6"
"Sociology teachers, postsecondary    * Comparative Sociology Professor* Race Relations Professor* Social Organization Professor","=""25-1067""","15.9","17.1","1.2","7.6","1.6","75,610","Doctoral or professional degree","1","None","4","None","6"
"Software developers and software quality assurance analysts and testers","=""15-1256""","1,847.9","2,257.4","409.5","22.2","189.2","110,140","Bachelor's degree","3","None","4","None","6"
"Soil and plant scientists    * Agriculturist* Agronomist* Arboreal Scientist* Crop Nutrition Scientist* Floriculturist* Horticulturist* Plant Physiologist* Plant Scientist* Pomologist* Soil Fertility Extension Specialist* Soil Scientist* Viticulturist","=""19-1013""","18.8","20.7","1.9","10.0","2.3","66,120","Bachelor's degree","3","None","4","None","6"
"Solar photovoltaic installers    * PV Installer* PV Panel Installer* Photovoltaic (PV) Installation Technician* Solar PV Installer","=""47-2231""","11.8","17.9","6.1","52.1","2.3","46,470","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Sound engineering technicians    * Audio Recording Engineer* Disc Recordist* Dub Room Engineer* Film Sound Engineer* Play Back Operator* Public Address Technician* Recording Engineer* Sound Assistant* Sound Cutter* Sound Designer* Sound Editor* Sound Effects Technician* Sound Engineering Technician","=""27-4014""","13.1","15.4","2.3","17.4","1.6","53,520","Postsecondary nondegree award","5","None","4","Short-term on-the-job training","5"
"Special education teachers, all other    * Autism Tutor* Special Education Teacher for Adults with Disabilities","=""25-2059""","34.3","37.9","3.6","10.5","3.0","62,820","Bachelor's degree","3","None","4","None","6"
"Special education teachers, kindergarten and elementary school    * SED Elementary School Teacher* Severe Emotional Disorders Elementary School Teacher* Special Education Kindergarten Teacher","=""25-2052""","188.6","203.4","14.8","7.8","15.7","60,620","Bachelor's degree","3","None","4","None","6"
"Special education teachers, middle school","=""25-2057""","78.5","84.4","5.9","7.5","6.5","61,820","Bachelor's degree","3","None","4","None","6"
"Special education teachers, preschool    * Early Childhood Special Education Teacher* Early Childhood Special Educator* Pre-K Special Education Teacher* Pre-Kindergarten Special Education Teacher* Special Education Preschool Teacher","=""25-2051""","20.8","23.4","2.5","12.1","1.8","61,400","Bachelor's degree","3","None","4","None","6"
"Special education teachers, secondary school","=""25-2058""","140.9","151.8","10.8","7.7","11.7","62,320","Bachelor's degree","3","None","4","None","6"
"Special effects artists and animators    * 3D Animator* Animator* Multimedia Artist* Special Effects Artist","=""27-1014""","62.4","72.3","9.9","15.8","7.8","77,700","Bachelor's degree","3","None","4","None","6"
"Speech-language pathologists    * Language Pathologist* Public School Speech Clinician* Public School Speech Therapist* Speech Clinician* Speech Pathologist* Speech Therapist* Speech and Language Specialist","=""29-1127""","158.1","203.5","45.4","28.7","15.2","80,480","Master's degree","2","None","4","Internship/residency","1"
"Stationary engineers and boiler operators    * Boiler Engineer* Boiler Operator¿¿¿* Boiler Plant Operator* Boiler Room Operator* Heating, Ventilation, and Air Conditioning (HVAC) Mechanic Boiler Operator* High Pressure Boiler Operator","=""51-8021""","30.7","32.5","1.8","5.8","4.0","64,680","High school diploma or equivalent","7","None","4","Long-term on-the-job training","3"
"Statistical assistants    * Actuarial Assistant* Actuary Clerk* Data Analysis Assistant* Statistical Clerk* Tariff Compiling Clerk","=""43-9111""","10.4","11.3","0.8","7.9","1.3","50,360","Bachelor's degree","3","None","4","None","6"
"Statisticians    * Analytical Statistician* Applied Statistician* Biometrician* Biostatistician* Environmental Statistician* Mathematical Statistician* Research Biostatistician* Sampling Expert* Statistical Analyst* Statistical Reporting Analyst* Statistician* Survey Statistician* Time Study Statistician","=""15-2041""","42.0","56.9","14.9","35.4","5.0","92,270","Master's degree","2","None","4","None","6"
"Stockers and order fillers","=""53-7065""","2,223.0","2,319.7","96.7","4.4","360.5","29,190","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Stonemasons    * Banker Mason* Curbstone Setter* Granite Setter* Memorial Mason* Monument Mason* Rock Mason* Stone Chimney Mason* Stone Layer* Stonemason","=""47-2022""","13.9","13.7","-0.2","-1.4","1.3","43,650","High school diploma or equivalent","7","None","4","Apprenticeship","2"
"Structural iron and steel workers    * Bridge Ironworker* Construction Ironworker* Iron Guardrail Installer* Metal Tank Erector* Ornamental Ironworker* Pre-Engineered Metal Building Ironworker* Precast Concrete Ironworker* Steel Fabricator* Steel Fitter* Structural Steel Erector* Wind Turbine Erector","=""47-2221""","71.0","75.3","4.2","5.9","7.9","54,830","High school diploma or equivalent","7","None","4","Apprenticeship","2"
"Structural metal fabricators and fitters    * Mill Beam Fitter* Protector Plate Attacher","=""51-2041""","70.0","62.0","-8.0","-11.4","5.9","41,780","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Substance abuse, behavioral disorder, and mental health counselors","=""21-1018""","327.5","402.6","75.1","22.9","41.0","47,660","Bachelor's degree","3","None","4","None","6"
"Substitute teachers, short-term","=""25-3031""","536.9","604.6","67.8","12.6","71.4","29,370","Bachelor's degree","3","None","4","None","6"
"Subway and streetcar operators    * Light Rail Operator* Light Rail Transit Operator* Light Rail Vehicle Operator* Rapid Transit Operator* Subway Conductor* Subway Train Operator* Tram Operator* Trolley Car Operator","=""53-4041""","11.0","12.1","1.1","10.2","1.1","69,440","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Surgeons, except ophthalmologists","=""29-1248""","41.5","40.3","-1.2","-2.8","1.0",">=208,000","Doctoral or professional degree","1","None","4","Internship/residency","1"
"Surgical technologists    * Certified Surgical Technologist* OR Tech* Operating Room Technician* Surgical First Assistant* Surgical Scrub Technologist* Surgical Technologist","=""29-2055""","109.7","119.2","9.5","8.7","9.0","49,710","Postsecondary nondegree award","5","None","4","None","6"
"Survey researchers    * Pollster* Survey Methodologist* Survey Questionnaire Designer* Survey Researcher","=""19-3022""","12.7","13.2","0.5","4.3","1.2","59,870","Master's degree","2","None","4","None","6"
"Surveying and mapping technicians    * Cartographic Aide* Cartographic Technician* Field Map Technician* GIS Mapping Technician* Geophysical Prospecting Surveying Technician* Mapping Technician* Mineral Surveying Technician* Surveying Technician* Topography Technician","=""17-3031""","54.8","56.9","2.0","3.7","7.0","46,200","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Surveyors    * City Surveyor* County Surveyor* Geodetic Surveyor* Geophysical Prospecting Surveyor* Land Surveyor* Mine Surveyor* Mineral Surveyor* Registered Land Surveyor* Topographical Surveyor","=""17-1022""","46.0","46.7","0.7","1.6","4.0","65,590","Bachelor's degree","3","None","4","Internship/residency","1"
"Switchboard operators, including answering service    * PBX Operator* Private Branch Exchange Operator* Telephone Answering Service Operator* Telephone Switchboard Operator","=""43-2011""","59.9","46.3","-13.6","-22.7","4.5","31,430","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Tailors, dressmakers, and custom sewers    * Alterations Sewer* Alterations Tailor* Bridal Gown Fitter* Coat Cutter* Coat Maker* Couture Dressmaker* Dress Fitter* Fur Tailor* Garment Fitter* Suit Maker* Vest Maker","=""51-6052""","42.0","38.9","-3.1","-7.4","4.9","32,640","No formal educational credential","8","None","4","Moderate-term on-the-job training","4"
"Tank car, truck, and ship loaders    * Barge Loader* Bulk Tank Car Unloader* Dock Loader* Rail Car Loader* Rail Loader* Ship Unloader* Tank Car Loader* Tank Truck Loader","=""53-7121""","13.0","13.6","0.6","4.7","1.6","45,610","No formal educational credential","8","None","4","Short-term on-the-job training","5"
"Tapers    * Drywall Taper* Sheet Rock Taper* Wall Taper","=""47-2082""","19.8","19.9","0.1","0.5","1.6","59,450","No formal educational credential","8","None","4","Moderate-term on-the-job training","4"
"Tax examiners and collectors, and revenue agents    * City Collector* Customs Appraiser* Income Tax Adjuster* Internal Revenue Agent* Internal Revenue Service Agent* Revenue Collector* Revenue Enforcement Agent* Tax Compliance Officer* Tax Compliance Representative* Tax Examiner* Tax Investigator* Tax Revenue Officer","=""13-2081""","56.9","54.8","-2.1","-3.7","4.4","55,640","Bachelor's degree","3","None","4","Moderate-term on-the-job training","4"
"Tax preparers    * Corporate Tax Preparer* Income Tax Advisor* Income Tax Preparer* Licensed Tax Consultant* Tax Consultant* Tax Specialist","=""13-2082""","87.4","88.8","1.4","1.6","9.8","44,300","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Teaching assistants, except postsecondary","=""25-9045""","1,306.3","1,422.3","116.0","8.9","136.4","28,900","Some college, no degree","6","None","4","None","6"
"Teaching assistants, postsecondary","=""25-9044""","165.4","176.0","10.5","6.4","16.7","36,250","Bachelor's degree","3","None","4","None","6"
"Technical writers    * Assembly Instructions Writer* Documentation Writer* Engineering Writer* Handbook Writer* Medical Writer* Specifications Writer* Technical Communicator* Technical Writer","=""27-3042""","52.3","58.3","6.1","11.6","5.5","74,650","Bachelor's degree","3","Less than 5 years","2","Short-term on-the-job training","5"
"Telecommunications equipment installers and repairers, except line installers    * Communications Equipment Installer* Fiber Optic Central Office Installer* Headend Technician* Private Branch Exchange (PBX ) Installer and Repairer* Switchboard Wirer* Telecommunications Switch Technician","=""49-2022""","195.8","193.5","-2.2","-1.1","21.5","61,470","Postsecondary nondegree award","5","None","4","Moderate-term on-the-job training","4"
"Telecommunications line installers and repairers    * Cable Television Installer* FIOS Line Installer* Fiber Optic Technician* Telecommunication Lines Repairer* Telecommunications Line Installer* Telephone Cable Splicer* Telephone Lines Repairer* Telephone Lineworker","=""49-9052""","124.4","123.6","-0.8","-0.7","13.1","58,870","High school diploma or equivalent","7","None","4","Long-term on-the-job training","3"
"Telemarketers    * Inbound Telemarketer* Outbound Telemarketer* Telemarketer* Telemarketing Sales Representative* Telephone Solicitor* Telesales Representative* Telesales Specialist","=""41-9041""","119.7","97.8","-21.9","-18.3","13.9","27,920","No formal educational credential","8","None","4","Short-term on-the-job training","5"
"Telephone operators    * 411 Directory Assistance Operator* Directory Assistance Operator* Information Operator* Local Telephone Operator* Long Distance Operator* Telephone Exchange Operator","=""43-2021""","4.8","3.6","-1.2","-25.4","0.4","37,710","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Tellers    * Bank Teller* Commercial Teller* Exchange Teller* Foreign Banknote Teller* Foreign Exchange Clerk* Loan Teller* Money Order Clerk* Receiving Teller* Savings Teller* Securities Teller","=""43-3071""","432.5","359.4","-73.1","-16.9","33.7","32,620","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
