,occ_code,occ_title,occ_group,tot_emp,h_mean,h_median,a_median,year
994,47-5051,"Rock Splitters, Quarry",detailed,5080,17.97,17.34,36070,2019
996,47-5071,"Roustabouts, Oil and Gas",detailed,58930,19.85,18.71,38910,2019
998,47-5081,Helpers--Extraction Workers,detailed,16700,18.46,17.85,37120,2019
999,47-5097,"Earth Drillers, Except Oil and Gas; and Explosives Workers, Ordnance Handling Experts, and Blasters",detailed,24940,23.5,22.24,46250,2019
1000,47-5098,"Underground Mining Machine Operators and Extraction Workers, All Other",detailed,13790,25.13,24.11,50160,2019
1001,49-0000,"Installation, Maintenance, and Repair Occupations",major,5713450,24.1,22.42,46630,2019
1002,49-1000,"Supervisors of Installation, Maintenance, and Repair Workers",minor,485700,33.92,32.44,67460,2019
1004,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,485700,33.92,32.44,67460,2019
1005,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",minor,557620,26.27,25.28,52570,2019
1007,49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,98260,20.23,19.01,39530,2019
1009,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",detailed,14370,27.8,26.62,55380,2019
1010,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,208480,28.15,27.84,57910,2019
1012,49-2091,Avionics Technicians,detailed,21750,32.2,31.59,65700,2019
1013,49-2092,"Electric Motor, Power Tool, and Related Repairers",detailed,15890,22.41,21.19,44070,2019
1014,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",detailed,9790,30.61,30.06,62530,2019
1015,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,58930,29.02,28.51,59300,2019
1016,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",detailed,22650,39.08,39.8,82780,2019
1017,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",detailed,10310,18.71,17.97,37380,2019
1018,49-2097,Audiovisual Equipment Installers and Repairers,detailed,25590,20.25,18.99,39510,2019
1019,49-2098,Security and Fire Alarm Systems Installers,detailed,71600,24.14,23.54,48970,2019
1020,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",minor,1638920,22.81,21.44,44590,2019
1022,49-3011,Aircraft Mechanics and Service Technicians,detailed,133310,32.27,30.81,64090,2019
1024,49-3021,Automotive Body and Related Repairers,detailed,144180,22.79,20.95,43580,2019
1025,49-3022,Automotive Glass Installers and Repairers,detailed,19410,18,17.2,35790,2019
1026,49-3023,Automotive Service Technicians and Mechanics,detailed,655330,21.58,20.24,42090,2019
1028,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,266330,24.21,23.32,48500,2019
1030,49-3041,Farm Equipment Mechanics and Service Technicians,detailed,36290,20.97,20.29,42200,2019
1031,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,147800,26.36,25.66,53370,2019
1032,49-3043,Rail Car Repairers,detailed,25930,27.31,27.11,56390,2019
1034,49-3051,Motorboat Mechanics and Service Technicians,detailed,22940,20.89,19.87,41330,2019
1035,49-3052,Motorcycle Mechanics,detailed,15590,19.22,18.08,37600,2019
1036,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,32160,18.11,17.36,36100,2019
1038,49-3091,Bicycle Repairers,detailed,13190,15.07,14.58,30330,2019
1039,49-3092,Recreational Vehicle Service Technicians,detailed,15580,20.03,18.54,38570,2019
1040,49-3093,Tire Repairers and Changers,detailed,110880,14.59,13.77,28640,2019
1041,49-9000,"Other Installation, Maintenance, and Repair Occupations",minor,3031220,22.83,21.2,44100,2019
1043,49-9011,Mechanical Door Repairers,detailed,23050,21.03,19.99,41570,2019
1044,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,52270,28.81,27.93,58100,2019
1046,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,342040,24.72,23.43,48730,2019
1048,49-9031,Home Appliance Repairers,detailed,31100,20.38,19.36,40260,2019
1050,49-9041,Industrial Machinery Mechanics,detailed,387630,26.6,25.77,53590,2019
1051,49-9043,"Maintenance Workers, Machinery",detailed,72890,23.77,22.85,47520,2019
1052,49-9044,Millwrights,detailed,47320,27.43,26.71,55560,2019
1053,49-9045,"Refractory Materials Repairers, Except Brickmasons",detailed,820,26.8,25.95,53990,2019
1055,49-9051,Electrical Power-Line Installers and Repairers,detailed,111660,34.6,34.86,72520,2019
1056,49-9052,Telecommunications Line Installers and Repairers,detailed,120900,28.69,27.29,56750,2019
1058,49-9061,Camera and Photographic Equipment Repairers,detailed,3620,19.58,18.69,38880,2019
1059,49-9062,Medical Equipment Repairers,detailed,46370,25.54,23.69,49280,2019
1060,49-9063,Musical Instrument Repairers and Tuners,detailed,8020,19.11,17.62,36650,2019
1061,49-9064,Watch and Clock Repairers,detailed,2780,21.77,20.44,42520,2019
1062,49-9069,"Precision Instrument and Equipment Repairers, All Other",detailed,10570,28.82,28.23,58720,2019
1064,49-9071,"Maintenance and Repair Workers, General",detailed,1418990,20.17,18.79,39080,2019
1066,49-9081,Wind Turbine Service Technicians,detailed,5960,27.26,25.44,52910,2019
1068,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",detailed,31370,17.97,17.03,35420,2019
1069,49-9092,Commercial Divers,detailed,3420,32.26,24.03,49980,2019
1070,49-9094,Locksmiths and Safe Repairers,detailed,17010,21.38,20.16,41940,2019
1071,49-9095,Manufactured Building and Mobile Home Installers,detailed,2810,16.49,16.29,33890,2019
1072,49-9096,Riggers,detailed,23000,25.2,24.45,50860,2019
1073,49-9097,Signal and Track Switch Repairers,detailed,6860,34.95,35.52,73890,2019
1074,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",detailed,99460,15.66,14.68,30530,2019
1075,49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,161290,21.06,19.15,39830,2019
1076,51-0000,Production Occupations,major,9158980,19.3,17.31,36000,2019
1077,51-1000,Supervisors of Production Workers,minor,631100,31.35,29.48,61310,2019
1079,51-1011,First-Line Supervisors of Production and Operating Workers,detailed,631100,31.35,29.48,61310,2019
1080,51-2000,Assemblers and Fabricators,minor,1856870,17.46,16.21,33710,2019
1082,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",detailed,42940,27.15,26.06,54210,2019
1084,51-2021,"Coil Winders, Tapers, and Finishers",detailed,12690,18.63,17.56,36520,2019
1085,51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",detailed,285190,17.75,16.74,34810,2019
1087,51-2031,Engine and Other Machine Assemblers,detailed,45980,22.39,21.95,45660,2019
1089,51-2041,Structural Metal Fabricators and Fitters,detailed,76890,20.67,19.42,40390,2019
1091,51-2051,Fiberglass Laminators and Fabricators,detailed,20010,17.78,17.06,35480,2019
1093,51-2061,Timing Device Assemblers and Adjusters,detailed,1260,18.32,16.87,35080,2019
1094,51-2090,Miscellaneous Assemblers and Fabricators,detailed,1371920,16.73,15.55,32350,2019
1096,51-3000,Food Processing Workers,minor,802290,14.94,14.09,29320,2019
1098,51-3011,Bakers,detailed,184990,14.25,13.32,27700,2019
1100,51-3021,Butchers and Meat Cutters,detailed,136770,16.35,15.62,32500,2019
1101,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",detailed,153990,13.85,13.51,28100,2019
1102,51-3023,Slaughterers and Meat Packers,detailed,73390,14.23,14.05,29230,2019
1104,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",detailed,20830,16.29,15.19,31590,2019
1105,51-3092,Food Batchmakers,detailed,159390,15.92,14.8,30790,2019
1106,51-3093,Food Cooking Machine Operators and Tenders,detailed,30030,15.54,14.96,31110,2019
1107,51-3099,"Food Processing Workers, All Other",detailed,42890,13.85,13.24,27550,2019
1108,51-4000,Metal Workers and Plastic Workers,minor,1825170,20.22,18.96,39430,2019
1110,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,76940,18.16,17.46,36320,2019
1111,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,16320,19.81,19.07,39670,2019
1112,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,32470,20.15,19.47,40490,2019
1114,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,195040,17.94,17.12,35610,2019
1115,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,10870,20.49,18.71,38910,2019
1116,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,76810,18.2,17.36,36100,2019
1117,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,28070,20.19,19.28,40100,2019
1118,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,18730,21.55,20.77,43210,2019
1120,51-4041,Machinists,detailed,383470,22.17,21.36,44420,2019
1122,51-4051,Metal-Refining Furnace Operators and Tenders,detailed,17150,20.81,20.31,42250,2019
1123,51-4052,"Pourers and Casters, Metal",detailed,8010,19.64,18.57,38620,2019
1125,51-4061,"Model Makers, Metal and Plastic",detailed,4300,27.61,27.41,57020,2019
1126,51-4062,"Patternmakers, Metal and Plastic",detailed,3010,23.1,22.55,46910,2019
1128,51-4071,Foundry Mold and Coremakers,detailed,17590,17.75,17.11,35590,2019
1129,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,172520,16.67,15.45,32130,2019
1131,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,146950,18.47,17.47,36330,2019
1133,51-4111,Tool and Die Makers,detailed,70770,26.43,25.92,53920,2019
1135,51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,410750,21.73,20.43,42490,2019
1136,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,35110,19.35,18.42,38310,2019
1138,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",detailed,19560,19.16,18.39,38250,2019
1139,51-4192,"Layout Workers, Metal and Plastic",detailed,8150,23.51,24.01,49940,2019
1140,51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,41810,17.14,16.1,33500,2019
1141,51-4194,"Tool Grinders, Filers, and Sharpeners",detailed,6440,20.18,18.91,39330,2019
1142,51-4199,"Metal Workers and Plastic Workers, All Other",detailed,24340,18.17,16.75,34830,2019
1143,51-5100,Printing Workers,minor,249300,18.65,17.6,36610,2019
1145,51-5111,Prepress Technicians and Workers,detailed,30270,20.45,19.48,40510,2019
1146,51-5112,Printing Press Operators,detailed,173430,18.8,17.74,36910,2019
1147,51-5113,Print Binding and Finishing Workers,detailed,45600,16.89,15.89,33040,2019
1148,51-6000,"Textile, Apparel, and Furnishings Workers",minor,569260,13.78,12.68,26370,2019
1150,51-6011,Laundry and Dry-Cleaning Workers,detailed,209330,12.22,11.64,24220,2019
1152,51-6021,"Pressers, Textile, Garment, and Related Materials",detailed,38070,11.93,11.63,24190,2019
1154,51-6031,Sewing Machine Operators,detailed,133410,13.46,12.7,26420,2019
1156,51-6041,Shoe and Leather Workers and Repairers,detailed,8760,14.7,14.21,29560,2019
1157,51-6042,Shoe Machine Operators and Tenders,detailed,5020,14.68,14.7,30570,2019
1159,51-6051,"Sewers, Hand",detailed,4770,14.92,14.4,29950,2019
1160,51-6052,"Tailors, Dressmakers, and Custom Sewers",detailed,24110,16.6,15.15,31520,2019
1162,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,detailed,8690,14.81,14.16,29460,2019
1163,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",detailed,13210,14.26,13.81,28730,2019
1164,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",detailed,21130,15.05,14.41,29980,2019
1165,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",detailed,31190,14.78,14.32,29790,2019
1167,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",detailed,18230,18.16,17.36,36110,2019
1168,51-6092,Fabric and Apparel Patternmakers,detailed,5870,25.35,21.67,45070,2019
1169,51-6093,Upholsterers,detailed,29420,17.62,16.89,35130,2019
1170,51-6099,"Textile, Apparel, and Furnishings Workers, All Other",detailed,18060,14.76,13.45,27970,2019
1171,51-7000,Woodworkers,minor,253080,16.66,15.75,32760,2019
1173,51-7011,Cabinetmakers and Bench Carpenters,detailed,99400,18.09,17.21,35790,2019
1175,51-7021,Furniture Finishers,detailed,16220,16.51,15.62,32480,2019
1177,51-7031,"Model Makers, Wood",detailed,810,27.56,28.49,59260,2019
1178,51-7032,"Patternmakers, Wood",detailed,370,30.53,31.19,64880,2019
1180,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,50730,15.46,14.62,30410,2019
1181,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",detailed,78850,15.47,14.9,30990,2019
1183,51-7099,"Woodworkers, All Other",detailed,6700,16.96,15.92,33110,2019
1184,51-8000,Plant and System Operators,minor,302270,30.4,29.01,60330,2019
1186,51-8011,Nuclear Power Reactor Operators,detailed,5050,48.55,48.33,100530,2019
1187,51-8012,Power Distributors and Dispatchers,detailed,10770,42.74,43.61,90700,2019
1188,51-8013,Power Plant Operators,detailed,33620,38.16,39.42,81990,2019
1190,51-8021,Stationary Engineers and Boiler Operators,detailed,32520,31.71,29.88,62150,2019
1192,51-8031,Water and Wastewater Treatment Plant and System Operators,detailed,123730,24.28,22.96,47760,2019
1194,51-8091,Chemical Plant and System Operators,detailed,28840,30.15,30.07,62550,2019
1195,51-8092,Gas Plant Operators,detailed,14410,34.16,34,70710,2019
1196,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",detailed,40370,35.49,35.66,74180,2019
1197,51-8099,"Plant and System Operators, All Other",detailed,12950,28.61,28.07,58390,2019
1198,51-9000,Other Production Occupations,minor,2669650,18.64,17.11,35580,2019
1200,51-9011,Chemical Equipment Operators and Tenders,detailed,87120,24.78,23.62,49130,2019
1201,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",detailed,51160,21.81,19.87,41330,2019
1203,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",detailed,33360,18.88,18.06,37560,2019
1204,51-9022,"Grinding and Polishing Workers, Hand",detailed,29170,15.9,14.71,30600,2019
1205,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",detailed,125340,19.19,18.17,37780,2019
1207,51-9031,"Cutters and Trimmers, Hand",detailed,9670,15.55,14.52,30200,2019
1208,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",detailed,57960,17.67,17.11,35600,2019
1210,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",detailed,71850,17.9,17.06,35480,2019
1212,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",detailed,18970,19.88,19.27,40090,2019
1214,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,576950,20.67,18.82,39140,2019
1216,51-9071,Jewelers and Precious Stone and Metal Workers,detailed,23590,22.09,19.65,40870,2019
1218,51-9081,Dental Laboratory Technicians,detailed,34460,21.31,19.87,41340,2019
1219,51-9082,Medical Appliance Technicians,detailed,14130,21.25,19.56,40690,2019
1220,51-9083,Ophthalmic Laboratory Technicians,detailed,29150,16.73,15.68,32620,2019
1222,51-9111,Packaging and Filling Machine Operators and Tenders,detailed,390540,16.15,14.9,30990,2019
1224,51-9123,"Painting, Coating, and Decorating Workers",detailed,12430,17.11,15.84,32950,2019
1225,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed,146350,19.84,18.34,38150,2019
1227,51-9141,Semiconductor Processing Technicians,detailed,27680,20.17,18.3,38060,2019
1229,51-9151,Photographic Process Workers and Processing Machine Operators,detailed,11940,17.74,15.52,32280,2019
1231,51-9161,Computer Numerically Controlled Tool Operators,detailed,151700,20.75,19.81,41200,2019
1232,51-9162,Computer Numerically Controlled Tool Programmers,detailed,25570,28.72,27.14,56450,2019
1234,51-9191,Adhesive Bonding Machine Operators and Tenders,detailed,13890,17.31,16.51,34340,2019
1235,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",detailed,16410,16.46,15.31,31850,2019
1236,51-9193,Cooling and Freezing Equipment Operators and Tenders,detailed,8740,17.8,16.97,35290,2019
1237,51-9194,Etchers and Engravers,detailed,10310,16.24,14.72,30620,2019
1238,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",detailed,44890,17.31,16.36,34030,2019
1239,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",detailed,100290,19.7,18.85,39210,2019
1240,51-9197,Tire Builders,detailed,20790,21.64,22.12,46010,2019
1241,51-9198,Helpers--Production Workers,detailed,303030,14.68,13.99,29100,2019
1242,51-9199,"Production Workers, All Other",detailed,222230,16.26,14.33,29800,2019
1243,53-0000,Transportation and Material Moving Occupations,major,12532030,18.23,15.6,32440,2019
